job_title,company_size,posted_date,year,quarter,description,years_experience_true,skill_count_true,degree_level_true
Data Analyst,startup,2023-08-15,2023,2023Q3,"We are looking for a Data Analyst with 3+ years of experience. Required skills: SQL, dbt. Master's required. ownership mindset",3,2,Master's required
Data Analyst,startup,2023-08-15,2023,2023Q3,"We are looking for a Data Analyst with 5+ years of experience. Required skills: Snowflake, Python, Azure, GCP. Bachelor's required. stakeholder management",5,4,Bachelor's required
Data Analyst,startup,2023-08-15,2023,2023Q3,"As a Data Analyst, you will work with Looker, Azure, SAP, dbt, Airflow, AWS. Minimum 5 years experience required. None mentioned. Must thrive in a ambiguity, stakeholder management, wear many hats.",5,6,None mentioned
Data Analyst,startup,2023-08-15,2023,2023Q3,"As a Data Analyst, you will work with A/B Testing, GCP, SAP, Looker, Spark, Power BI, Snowflake, Azure. Minimum 4 years experience required. None mentioned. Must thrive in a stakeholder management.",4,8,None mentioned
Data Analyst,startup,2023-08-15,2023,2023Q3,"Data Analyst - join our team! Ideal candidate has 6 years of relevant experience and is proficient in AWS, SQL, Snowflake. Bachelor's required. We're looking for someone who can scrappy, high-growth, cross-functional collaboration.",6,3,Bachelor's required
Data Analyst,mid-size,2023-08-15,2023,2023Q3,"Data Analyst - join our team! Ideal candidate has 3 years of relevant experience and is proficient in Power BI, Spark, Airflow, Azure. Bachelor's required. We're looking for someone who can scrappy, cross-functional collaboration.",3,4,Bachelor's required
Data Analyst,mid-size,2023-08-15,2023,2023Q3,"We are looking for a Data Analyst with 5+ years of experience. Required skills: R, Salesforce, Spark, Excel. None mentioned. ambiguity",5,4,None mentioned
Data Analyst,enterprise,2023-08-15,2023,2023Q3,"As a Data Analyst, you will work with R, Looker, SAP, Excel, dbt, AWS. Minimum 5 years experience required. Master's required. Must thrive in a high-growth, fast-paced environment, cross-functional collaboration.",5,6,Master's required
Data Analyst,mid-size,2023-08-15,2023,2023Q3,"We are looking for a Data Analyst with 4+ years of experience. Required skills: Looker, dbt, Statistics, Tableau, AWS, SAP. Bachelor's required. cross-functional collaboration",4,6,Bachelor's required
Data Analyst,enterprise,2023-08-15,2023,2023Q3,"We are looking for a Data Analyst with 2+ years of experience. Required skills: Git, AWS, Salesforce, SQL, Power BI. Bachelor's required. stakeholder management",2,5,Bachelor's required
Data Analyst,mid-size,2023-08-15,2023,2023Q3,"We are looking for a Data Analyst with 5+ years of experience. Required skills: Spark, A/B Testing, Azure, dbt, Statistics, Airflow, Salesforce, Snowflake, AWS. Bachelor's required. fast-paced environment, wear many hats",5,9,Bachelor's required
Data Analyst,mid-size,2023-08-15,2023,2023Q3,"As a Data Analyst, you will work with Airflow, SAP, R, Looker, Snowflake. Minimum 4 years experience required. Master's required. Must thrive in a cross-functional collaboration, self-starter.",4,5,Master's required
Data Analyst,mid-size,2023-08-15,2023,2023Q3,"As a Data Analyst, you will work with Machine Learning, Snowflake, SAP, Excel. Minimum 3 years experience required. None mentioned. Must thrive in a cross-functional collaboration.",3,4,None mentioned
Data Analyst,startup,2023-08-15,2023,2023Q3,"As a Data Analyst, you will work with Tableau, Machine Learning, R, Airflow, Statistics. Minimum 6 years experience required. Bachelor's preferred. Must thrive in a fast-paced environment, scrappy.",6,5,Bachelor's preferred
Data Analyst,startup,2023-08-15,2023,2023Q3,"Data Analyst - join our team! Ideal candidate has 3 years of relevant experience and is proficient in Python, Salesforce, Snowflake, R. Bachelor's preferred. We're looking for someone who can self-starter.",3,4,Bachelor's preferred
Data Analyst,startup,2023-08-15,2023,2023Q3,"Data Analyst - join our team! Ideal candidate has 4 years of relevant experience and is proficient in Tableau, Python, Spark, Power BI, Snowflake. Master's preferred. We're looking for someone who can fast-paced environment, high-growth.",4,5,Master's preferred
Data Analyst,mid-size,2023-08-15,2023,2023Q3,"Data Analyst - join our team! Ideal candidate has 3 years of relevant experience and is proficient in Looker, Statistics, dbt, Tableau, Spark. None mentioned. We're looking for someone who can ambiguity, wear many hats.",3,5,None mentioned
Data Analyst,mid-size,2023-08-15,2023,2023Q3,"Data Analyst - join our team! Ideal candidate has 5 years of relevant experience and is proficient in SAP, Statistics, Power BI. Master's preferred. We're looking for someone who can high-growth.",5,3,Master's preferred
Data Analyst,mid-size,2023-08-15,2023,2023Q3,"As a Data Analyst, you will work with Azure, R, Spark, Looker. Minimum 4 years experience required. None mentioned. Must thrive in a cross-functional collaboration.",4,4,None mentioned
Data Analyst,enterprise,2023-08-15,2023,2023Q3,"We are looking for a Data Analyst with 4+ years of experience. Required skills: Tableau, SQL, AWS, Salesforce, GCP, Airflow. None mentioned. fast-paced environment",4,6,None mentioned
Data Analyst,enterprise,2023-08-15,2023,2023Q3,"Data Analyst - join our team! Ideal candidate has 6 years of relevant experience and is proficient in dbt, Tableau, Python. Master's required. We're looking for someone who can cross-functional collaboration, self-starter, scrappy.",6,3,Master's required
Data Analyst,enterprise,2023-08-15,2023,2023Q3,"Data Analyst - join our team! Ideal candidate has 6 years of relevant experience and is proficient in SQL, Power BI, R, Git, AWS. Bachelor's preferred. We're looking for someone who can scrappy.",6,5,Bachelor's preferred
Data Analyst,enterprise,2023-08-15,2023,2023Q3,"Data Analyst - join our team! Ideal candidate has 3 years of relevant experience and is proficient in A/B Testing, Looker, Excel. Bachelor's required. We're looking for someone who can scrappy, wear many hats.",3,3,Bachelor's required
Data Analyst,mid-size,2023-08-15,2023,2023Q3,"As a Data Analyst, you will work with GCP, Excel, R, Azure, Power BI, Snowflake. Minimum 3 years experience required. None mentioned. Must thrive in a fast-paced environment.",3,6,None mentioned
Data Analyst,enterprise,2023-08-15,2023,2023Q3,"Data Analyst - join our team! Ideal candidate has 3 years of relevant experience and is proficient in Spark, Azure, Looker, AWS, Statistics. None mentioned. We're looking for someone who can ownership mindset, high-growth, fast-paced environment.",3,5,None mentioned
Data Analyst,mid-size,2023-08-15,2023,2023Q3,"Data Analyst - join our team! Ideal candidate has 3 years of relevant experience and is proficient in Tableau, R, SQL, Salesforce, Excel. Bachelor's required. We're looking for someone who can stakeholder management.",3,5,Bachelor's required
Data Analyst,mid-size,2023-08-15,2023,2023Q3,"We are looking for a Data Analyst with 6+ years of experience. Required skills: Airflow, Salesforce, Snowflake, A/B Testing, Statistics, SQL. Bachelor's preferred. cross-functional collaboration",6,6,Bachelor's preferred
Data Analyst,mid-size,2023-08-15,2023,2023Q3,"Data Analyst - join our team! Ideal candidate has 3 years of relevant experience and is proficient in A/B Testing, Salesforce, Tableau, SAP, Snowflake. Master's preferred. We're looking for someone who can scrappy, high-growth, stakeholder management.",3,5,Master's preferred
Data Analyst,startup,2023-08-15,2023,2023Q3,"We are looking for a Data Analyst with 3+ years of experience. Required skills: Git, Tableau, SAP, Salesforce, GCP, SQL. None mentioned. self-starter",3,6,None mentioned
Data Analyst,startup,2023-08-15,2023,2023Q3,"As a Data Analyst, you will work with SQL, dbt, Salesforce, Excel, R, AWS, Python, Airflow. Minimum 4 years experience required. Bachelor's required. Must thrive in a stakeholder management.",4,8,Bachelor's required
Data Analyst,enterprise,2023-08-15,2023,2023Q3,"As a Data Analyst, you will work with R, Excel, Statistics, Looker, Salesforce, Machine Learning. Minimum 3 years experience required. Master's preferred. Must thrive in a self-starter.",3,6,Master's preferred
Data Analyst,enterprise,2023-08-15,2023,2023Q3,"Data Analyst - join our team! Ideal candidate has 4 years of relevant experience and is proficient in Git, Excel, GCP, Python, SQL. None mentioned. We're looking for someone who can fast-paced environment.",4,5,None mentioned
Data Analyst,startup,2023-08-15,2023,2023Q3,"As a Data Analyst, you will work with AWS, Excel, Looker, Power BI. Minimum 1 years experience required. Bachelor's preferred. Must thrive in a cross-functional collaboration, high-growth.",1,4,Bachelor's preferred
Data Analyst,startup,2023-08-15,2023,2023Q3,"Data Analyst - join our team! Ideal candidate has 6 years of relevant experience and is proficient in Spark, SQL, Snowflake, AWS, Tableau, Excel. Bachelor's preferred. We're looking for someone who can cross-functional collaboration, ownership mindset, stakeholder management.",6,6,Bachelor's preferred
Data Analyst,mid-size,2023-08-15,2023,2023Q3,"We are looking for a Data Analyst with 5+ years of experience. Required skills: Machine Learning, A/B Testing, Tableau, Git, Power BI, Snowflake. Bachelor's preferred. self-starter",5,6,Bachelor's preferred
Data Analyst,mid-size,2023-08-15,2023,2023Q3,"We are looking for a Data Analyst with 4+ years of experience. Required skills: Azure, SAP, Snowflake. None mentioned. fast-paced environment",4,3,None mentioned
Data Analyst,startup,2023-08-15,2023,2023Q3,"We are looking for a Data Analyst with 4+ years of experience. Required skills: GCP, SQL, AWS, Salesforce. Bachelor's preferred. self-starter",4,4,Bachelor's preferred
Data Analyst,enterprise,2023-08-15,2023,2023Q3,"We are looking for a Data Analyst with 4+ years of experience. Required skills: dbt, Excel, Salesforce, GCP, Tableau, R, Airflow, Looker, Machine Learning. Bachelor's preferred. self-starter",4,9,Bachelor's preferred
Data Analyst,startup,2023-08-15,2023,2023Q3,"As a Data Analyst, you will work with SQL, Azure, A/B Testing, Looker, Statistics, R. Minimum 5 years experience required. Bachelor's required. Must thrive in a fast-paced environment.",5,6,Bachelor's required
Data Analyst,startup,2023-08-15,2023,2023Q3,"Data Analyst - join our team! Ideal candidate has 5 years of relevant experience and is proficient in Git, Airflow. Master's preferred. We're looking for someone who can cross-functional collaboration.",5,2,Master's preferred
Data Analyst,startup,2023-08-15,2023,2023Q3,"We are looking for a Data Analyst with 6+ years of experience. Required skills: Salesforce, Excel, Python, SAP, Machine Learning, Airflow. None mentioned. ownership mindset, self-starter",6,6,None mentioned
Data Analyst,mid-size,2023-08-15,2023,2023Q3,"Data Analyst - join our team! Ideal candidate has 3 years of relevant experience and is proficient in Git, Azure, Tableau, Salesforce, Machine Learning. Bachelor's preferred. We're looking for someone who can wear many hats, cross-functional collaboration, stakeholder management.",3,5,Bachelor's preferred
Data Analyst,enterprise,2023-08-15,2023,2023Q3,"As a Data Analyst, you will work with A/B Testing, SQL, Statistics, Tableau, GCP. Minimum 4 years experience required. Bachelor's required. Must thrive in a high-growth.",4,5,Bachelor's required
Data Analyst,mid-size,2023-11-15,2023,2023Q4,"Data Analyst - join our team! Ideal candidate has 5 years of relevant experience and is proficient in A/B Testing, AWS, Power BI, Machine Learning, Airflow. Master's preferred. We're looking for someone who can ownership mindset, stakeholder management.",5,5,Master's preferred
Data Analyst,mid-size,2023-11-15,2023,2023Q4,"We are looking for a Data Analyst with 6+ years of experience. Required skills: R, dbt, Azure, SAP, Python, Machine Learning, Snowflake, Tableau. Bachelor's required. self-starter, stakeholder management",6,8,Bachelor's required
Data Analyst,enterprise,2023-11-15,2023,2023Q4,"As a Data Analyst, you will work with Tableau, Azure, AWS, Machine Learning, Statistics, Spark, Excel. Minimum 7 years experience required. Master's required. Must thrive in a cross-functional collaboration.",7,7,Master's required
Data Analyst,startup,2023-11-15,2023,2023Q4,"We are looking for a Data Analyst with 5+ years of experience. Required skills: Power BI, Looker, SQL, AWS, Tableau, GCP. Master's required. stakeholder management, scrappy",5,6,Master's required
Data Analyst,enterprise,2023-11-15,2023,2023Q4,"As a Data Analyst, you will work with Snowflake, dbt, Salesforce, Airflow, Power BI, R. Minimum 4 years experience required. Master's required. Must thrive in a stakeholder management, self-starter, fast-paced environment.",4,6,Master's required
Data Analyst,mid-size,2023-11-15,2023,2023Q4,"As a Data Analyst, you will work with Python, SQL, GCP, Airflow, A/B Testing, Power BI, SAP. Minimum 4 years experience required. None mentioned. Must thrive in a wear many hats.",4,7,None mentioned
Data Analyst,mid-size,2023-11-15,2023,2023Q4,"Data Analyst - join our team! Ideal candidate has 4 years of relevant experience and is proficient in A/B Testing, Tableau, GCP, Azure, AWS, Machine Learning. Bachelor's preferred. We're looking for someone who can fast-paced environment, ambiguity, wear many hats.",4,6,Bachelor's preferred
Data Analyst,enterprise,2023-11-15,2023,2023Q4,"We are looking for a Data Analyst with 3+ years of experience. Required skills: Tableau, Spark, Machine Learning, Excel, Snowflake, Airflow, SAP. Bachelor's preferred. fast-paced environment, high-growth",3,7,Bachelor's preferred
Data Analyst,startup,2023-11-15,2023,2023Q4,"We are looking for a Data Analyst with 6+ years of experience. Required skills: Azure, Airflow, SAP, Looker, Power BI. None mentioned. cross-functional collaboration, scrappy",6,5,None mentioned
Data Analyst,startup,2023-11-15,2023,2023Q4,"As a Data Analyst, you will work with dbt, GCP, Looker. Minimum 3 years experience required. Master's required. Must thrive in a ownership mindset, ambiguity, scrappy.",3,3,Master's required
Data Analyst,enterprise,2023-11-15,2023,2023Q4,"We are looking for a Data Analyst with 5+ years of experience. Required skills: Spark, R, Git, Python. Bachelor's preferred. scrappy",5,4,Bachelor's preferred
Data Analyst,mid-size,2023-11-15,2023,2023Q4,"As a Data Analyst, you will work with Looker, Statistics, Tableau, dbt, R. Minimum 5 years experience required. None mentioned. Must thrive in a ambiguity, fast-paced environment, cross-functional collaboration.",5,5,None mentioned
Data Analyst,enterprise,2023-11-15,2023,2023Q4,"As a Data Analyst, you will work with A/B Testing, SAP, Azure, Looker, Excel. Minimum 5 years experience required. Master's required. Must thrive in a wear many hats.",5,5,Master's required
Data Analyst,mid-size,2023-11-15,2023,2023Q4,"We are looking for a Data Analyst with 5+ years of experience. Required skills: SQL, Excel, Python, GCP, Statistics, dbt, Airflow. None mentioned. fast-paced environment",5,7,None mentioned
Data Analyst,startup,2023-11-15,2023,2023Q4,"As a Data Analyst, you will work with Excel, Machine Learning, R, GCP, Power BI. Minimum 5 years experience required. None mentioned. Must thrive in a self-starter, stakeholder management, ownership mindset.",5,5,None mentioned
Data Analyst,enterprise,2023-11-15,2023,2023Q4,"We are looking for a Data Analyst with 4+ years of experience. Required skills: Snowflake, Machine Learning, GCP, Git, Statistics, Power BI, Excel. Master's required. self-starter, wear many hats",4,7,Master's required
Data Analyst,enterprise,2023-11-15,2023,2023Q4,"As a Data Analyst, you will work with Power BI, SQL, Airflow, A/B Testing. Minimum 4 years experience required. Bachelor's preferred. Must thrive in a scrappy.",4,4,Bachelor's preferred
Data Analyst,enterprise,2023-11-15,2023,2023Q4,"Data Analyst - join our team! Ideal candidate has 3 years of relevant experience and is proficient in Statistics, AWS, Airflow, Python, Looker, Excel. None mentioned. We're looking for someone who can stakeholder management.",3,6,None mentioned
Data Analyst,enterprise,2023-11-15,2023,2023Q4,"As a Data Analyst, you will work with GCP, dbt, SAP, Looker, Azure. Minimum 4 years experience required. Bachelor's preferred. Must thrive in a stakeholder management, scrappy, ambiguity.",4,5,Bachelor's preferred
Data Analyst,enterprise,2023-11-15,2023,2023Q4,"As a Data Analyst, you will work with Azure, Spark, AWS, Power BI, R. Minimum 3 years experience required. Master's required. Must thrive in a fast-paced environment.",3,5,Master's required
Data Analyst,startup,2023-11-15,2023,2023Q4,"As a Data Analyst, you will work with Python, Azure, Salesforce, Airflow. Minimum 4 years experience required. Bachelor's preferred. Must thrive in a scrappy.",4,4,Bachelor's preferred
Data Analyst,enterprise,2023-11-15,2023,2023Q4,"Data Analyst - join our team! Ideal candidate has 3 years of relevant experience and is proficient in Tableau, Airflow, Azure, Salesforce, A/B Testing, GCP. Bachelor's preferred. We're looking for someone who can cross-functional collaboration, scrappy.",3,6,Bachelor's preferred
Data Analyst,enterprise,2023-11-15,2023,2023Q4,"As a Data Analyst, you will work with Statistics, Azure, Looker, Spark, R. Minimum 4 years experience required. Bachelor's required. Must thrive in a stakeholder management.",4,5,Bachelor's required
Data Analyst,startup,2023-11-15,2023,2023Q4,"We are looking for a Data Analyst with 6+ years of experience. Required skills: Machine Learning, Tableau, A/B Testing, Git. None mentioned. high-growth, wear many hats, ownership mindset",6,4,None mentioned
Data Analyst,startup,2023-11-15,2023,2023Q4,"Data Analyst - join our team! Ideal candidate has 4 years of relevant experience and is proficient in Excel, Airflow, GCP, Statistics, Git. None mentioned. We're looking for someone who can self-starter.",4,5,None mentioned
Data Analyst,enterprise,2023-11-15,2023,2023Q4,"As a Data Analyst, you will work with Power BI, AWS, R, Looker. Minimum 4 years experience required. Bachelor's preferred. Must thrive in a ambiguity.",4,4,Bachelor's preferred
Data Analyst,enterprise,2023-11-15,2023,2023Q4,"As a Data Analyst, you will work with Machine Learning, Python, SQL, Azure, Tableau, AWS, Snowflake. Minimum 4 years experience required. None mentioned. Must thrive in a cross-functional collaboration.",4,7,None mentioned
Data Analyst,enterprise,2023-11-15,2023,2023Q4,"As a Data Analyst, you will work with Excel, R, Python, AWS, Spark. Minimum 5 years experience required. Master's preferred. Must thrive in a self-starter, fast-paced environment, stakeholder management.",5,5,Master's preferred
Data Analyst,mid-size,2023-11-15,2023,2023Q4,"As a Data Analyst, you will work with AWS, GCP, Statistics, Snowflake, Airflow. Minimum 4 years experience required. Master's preferred. Must thrive in a fast-paced environment.",4,5,Master's preferred
Data Analyst,enterprise,2023-11-15,2023,2023Q4,"We are looking for a Data Analyst with 4+ years of experience. Required skills: Statistics, AWS, Looker, SQL, Salesforce. Master's preferred. cross-functional collaboration",4,5,Master's preferred
Data Analyst,mid-size,2023-11-15,2023,2023Q4,"We are looking for a Data Analyst with 4+ years of experience. Required skills: dbt, Tableau, GCP, Airflow. None mentioned. high-growth, self-starter",4,4,None mentioned
Data Analyst,startup,2023-11-15,2023,2023Q4,"We are looking for a Data Analyst with 4+ years of experience. Required skills: dbt, AWS, R, Git, Power BI, Python, Excel. Bachelor's preferred. ownership mindset",4,7,Bachelor's preferred
Data Analyst,mid-size,2023-11-15,2023,2023Q4,"We are looking for a Data Analyst with 5+ years of experience. Required skills: Git, Salesforce, Machine Learning, Spark, A/B Testing. Master's required. scrappy",5,5,Master's required
Data Analyst,enterprise,2023-11-15,2023,2023Q4,"As a Data Analyst, you will work with A/B Testing, Statistics, AWS. Minimum 2 years experience required. Bachelor's preferred. Must thrive in a ownership mindset.",2,3,Bachelor's preferred
Data Analyst,mid-size,2023-11-15,2023,2023Q4,"As a Data Analyst, you will work with SAP, Python, Power BI, Azure. Minimum 4 years experience required. Master's required. Must thrive in a ambiguity.",4,4,Master's required
Data Analyst,enterprise,2023-11-15,2023,2023Q4,"Data Analyst - join our team! Ideal candidate has 2 years of relevant experience and is proficient in Looker, Python, AWS, Excel, Azure, Salesforce, R. Master's required. We're looking for someone who can fast-paced environment.",2,7,Master's required
Data Analyst,startup,2023-11-15,2023,2023Q4,"We are looking for a Data Analyst with 4+ years of experience. Required skills: Looker, Azure, Excel, AWS. Bachelor's preferred. cross-functional collaboration",4,4,Bachelor's preferred
Data Analyst,startup,2023-11-15,2023,2023Q4,"Data Analyst - join our team! Ideal candidate has 3 years of relevant experience and is proficient in Git, Excel, R, Power BI. Master's required. We're looking for someone who can ownership mindset.",3,4,Master's required
Data Analyst,enterprise,2023-11-15,2023,2023Q4,"As a Data Analyst, you will work with Airflow, Tableau, GCP, Spark, Looker, Power BI. Minimum 5 years experience required. None mentioned. Must thrive in a stakeholder management.",5,6,None mentioned
Data Analyst,enterprise,2023-11-15,2023,2023Q4,"Data Analyst - join our team! Ideal candidate has 5 years of relevant experience and is proficient in R, Tableau, Salesforce, Machine Learning, Snowflake, SAP. Bachelor's required. We're looking for someone who can cross-functional collaboration.",5,6,Bachelor's required
Data Analyst,mid-size,2023-11-15,2023,2023Q4,"As a Data Analyst, you will work with Statistics, dbt, Python, Excel, Snowflake, GCP. Minimum 3 years experience required. Bachelor's required. Must thrive in a self-starter.",3,6,Bachelor's required
Data Analyst,startup,2023-11-15,2023,2023Q4,"Data Analyst - join our team! Ideal candidate has 4 years of relevant experience and is proficient in Machine Learning, SAP, Power BI, Snowflake, dbt. Master's required. We're looking for someone who can scrappy.",4,5,Master's required
Data Analyst,enterprise,2023-11-15,2023,2023Q4,"As a Data Analyst, you will work with GCP, Power BI, Azure, Excel, SQL. Minimum 3 years experience required. None mentioned. Must thrive in a wear many hats, ambiguity.",3,5,None mentioned
Data Analyst,startup,2023-11-15,2023,2023Q4,"As a Data Analyst, you will work with Azure, R, Power BI, Spark, Snowflake, Tableau. Minimum 3 years experience required. Bachelor's preferred. Must thrive in a stakeholder management, ownership mindset, fast-paced environment.",3,6,Bachelor's preferred
Data Analyst,mid-size,2023-11-15,2023,2023Q4,"We are looking for a Data Analyst with 5+ years of experience. Required skills: Snowflake, Azure, Salesforce, Looker, Tableau. Bachelor's preferred. self-starter",5,5,Bachelor's preferred
Data Analyst,enterprise,2023-11-15,2023,2023Q4,"Data Analyst - join our team! Ideal candidate has 6 years of relevant experience and is proficient in AWS, Statistics, GCP, Git, Salesforce, Spark, Looker. None mentioned. We're looking for someone who can self-starter, ownership mindset, wear many hats.",6,7,None mentioned
Data Analyst,enterprise,2023-11-15,2023,2023Q4,"We are looking for a Data Analyst with 5+ years of experience. Required skills: R, Azure, SAP, GCP. Master's preferred. scrappy, cross-functional collaboration, ownership mindset",5,4,Master's preferred
Data Analyst,mid-size,2023-11-15,2023,2023Q4,"As a Data Analyst, you will work with SQL, SAP, Power BI, Tableau, Snowflake, AWS, GCP, Looker. Minimum 4 years experience required. Bachelor's preferred. Must thrive in a ownership mindset.",4,8,Bachelor's preferred
Data Analyst,startup,2023-11-15,2023,2023Q4,"As a Data Analyst, you will work with A/B Testing, R, Python, Snowflake, Machine Learning, Tableau, Azure. Minimum 4 years experience required. Bachelor's required. Must thrive in a fast-paced environment, self-starter.",4,7,Bachelor's required
Data Analyst,startup,2023-11-15,2023,2023Q4,"As a Data Analyst, you will work with Statistics, Spark, GCP, Snowflake, Salesforce, SQL, Git, Looker, A/B Testing, Python. Minimum 5 years experience required. None mentioned. Must thrive in a cross-functional collaboration.",5,10,None mentioned
Data Analyst,enterprise,2023-11-15,2023,2023Q4,"As a Data Analyst, you will work with GCP, Excel, Looker, Machine Learning, Git, Python. Minimum 5 years experience required. None mentioned. Must thrive in a stakeholder management, high-growth, ambiguity.",5,6,None mentioned
Data Analyst,startup,2023-11-15,2023,2023Q4,"Data Analyst - join our team! Ideal candidate has 3 years of relevant experience and is proficient in GCP, Excel, Power BI, SAP, Python, Looker. None mentioned. We're looking for someone who can wear many hats.",3,6,None mentioned
Data Analyst,startup,2023-11-15,2023,2023Q4,"As a Data Analyst, you will work with AWS, Statistics, Azure, Snowflake, dbt, Spark, Tableau, Airflow. Minimum 5 years experience required. Bachelor's preferred. Must thrive in a stakeholder management, ambiguity, wear many hats.",5,8,Bachelor's preferred
Data Analyst,mid-size,2023-11-15,2023,2023Q4,"We are looking for a Data Analyst with 3+ years of experience. Required skills: dbt, SQL, Salesforce, Looker. None mentioned. ambiguity, wear many hats, fast-paced environment",3,4,None mentioned
Data Analyst,enterprise,2023-11-15,2023,2023Q4,"Data Analyst - join our team! Ideal candidate has 2 years of relevant experience and is proficient in Tableau, Snowflake, A/B Testing, Azure, R, Git, Looker, Machine Learning. None mentioned. We're looking for someone who can high-growth.",2,8,None mentioned
Data Analyst,mid-size,2023-11-15,2023,2023Q4,"Data Analyst - join our team! Ideal candidate has 3 years of relevant experience and is proficient in Python, R, AWS, Salesforce, Statistics, Snowflake. None mentioned. We're looking for someone who can ownership mindset.",3,6,None mentioned
Data Analyst,startup,2023-11-15,2023,2023Q4,"We are looking for a Data Analyst with 4+ years of experience. Required skills: Spark, Excel, R, Git, Looker. None mentioned. cross-functional collaboration",4,5,None mentioned
Data Analyst,enterprise,2023-11-15,2023,2023Q4,"Data Analyst - join our team! Ideal candidate has 3 years of relevant experience and is proficient in A/B Testing, Machine Learning, SAP, Spark, Python. None mentioned. We're looking for someone who can high-growth, stakeholder management, fast-paced environment.",3,5,None mentioned
Data Analyst,startup,2023-11-15,2023,2023Q4,"We are looking for a Data Analyst with 2+ years of experience. Required skills: Spark, GCP, Machine Learning, Tableau, SAP. Master's preferred. scrappy, self-starter, cross-functional collaboration",2,5,Master's preferred
Data Analyst,enterprise,2023-11-15,2023,2023Q4,"Data Analyst - join our team! Ideal candidate has 3 years of relevant experience and is proficient in Power BI, A/B Testing, R, Machine Learning, Statistics, SQL, Excel. None mentioned. We're looking for someone who can high-growth, cross-functional collaboration, stakeholder management.",3,7,None mentioned
Data Analyst,mid-size,2023-11-15,2023,2023Q4,"As a Data Analyst, you will work with Tableau, Snowflake, Excel, R, Spark. Minimum 3 years experience required. None mentioned. Must thrive in a wear many hats, scrappy, self-starter.",3,5,None mentioned
Data Analyst,enterprise,2023-11-15,2023,2023Q4,"As a Data Analyst, you will work with Git, Snowflake, SAP, SQL, Power BI. Minimum 6 years experience required. Bachelor's preferred. Must thrive in a self-starter.",6,5,Bachelor's preferred
Data Analyst,startup,2023-11-15,2023,2023Q4,"We are looking for a Data Analyst with 6+ years of experience. Required skills: Tableau, Excel, Azure, Git, SQL. Bachelor's required. stakeholder management",6,5,Bachelor's required
Data Analyst,mid-size,2023-11-15,2023,2023Q4,"As a Data Analyst, you will work with Snowflake, SQL, Statistics, AWS, GCP, Tableau. Minimum 5 years experience required. Bachelor's preferred. Must thrive in a wear many hats, cross-functional collaboration.",5,6,Bachelor's preferred
Data Analyst,enterprise,2023-11-15,2023,2023Q4,"We are looking for a Data Analyst with 6+ years of experience. Required skills: Power BI, Airflow, SAP, Looker, dbt, Statistics. Bachelor's preferred. high-growth, cross-functional collaboration",6,6,Bachelor's preferred
Data Analyst,startup,2023-11-15,2023,2023Q4,"Data Analyst - join our team! Ideal candidate has 4 years of relevant experience and is proficient in GCP, Statistics, Azure, Spark, Machine Learning, SQL. Bachelor's preferred. We're looking for someone who can wear many hats, scrappy, high-growth.",4,6,Bachelor's preferred
Data Analyst,startup,2023-11-15,2023,2023Q4,"As a Data Analyst, you will work with Statistics, R, AWS, SAP, Tableau, GCP. Minimum 4 years experience required. None mentioned. Must thrive in a self-starter.",4,6,None mentioned
Data Analyst,enterprise,2023-11-15,2023,2023Q4,"Data Analyst - join our team! Ideal candidate has 4 years of relevant experience and is proficient in Airflow, Salesforce, AWS, Power BI, dbt, Git. Bachelor's preferred. We're looking for someone who can ambiguity, high-growth, scrappy.",4,6,Bachelor's preferred
Data Analyst,enterprise,2023-11-15,2023,2023Q4,"We are looking for a Data Analyst with 4+ years of experience. Required skills: Machine Learning, Power BI, Spark, Tableau, Snowflake, dbt. Bachelor's required. self-starter",4,6,Bachelor's required
Data Analyst,startup,2023-11-15,2023,2023Q4,"Data Analyst - join our team! Ideal candidate has 5 years of relevant experience and is proficient in Statistics, Salesforce, dbt, AWS, Excel. None mentioned. We're looking for someone who can wear many hats, ambiguity, high-growth.",5,5,None mentioned
Data Analyst,enterprise,2023-11-15,2023,2023Q4,"We are looking for a Data Analyst with 5+ years of experience. Required skills: Salesforce, Power BI, dbt, A/B Testing, Excel. Bachelor's required. fast-paced environment",5,5,Bachelor's required
Data Analyst,startup,2023-11-15,2023,2023Q4,"We are looking for a Data Analyst with 5+ years of experience. Required skills: GCP, Snowflake, Spark, Azure, dbt. Master's required. high-growth",5,5,Master's required
Data Analyst,mid-size,2023-11-15,2023,2023Q4,"As a Data Analyst, you will work with AWS, Salesforce, Spark, Python, A/B Testing, Machine Learning. Minimum 4 years experience required. Master's required. Must thrive in a high-growth.",4,6,Master's required
Data Analyst,enterprise,2023-11-15,2023,2023Q4,"As a Data Analyst, you will work with Excel, Statistics, A/B Testing, Tableau, Spark, Airflow. Minimum 3 years experience required. None mentioned. Must thrive in a wear many hats.",3,6,None mentioned
Data Analyst,enterprise,2023-11-15,2023,2023Q4,"We are looking for a Data Analyst with 4+ years of experience. Required skills: R, AWS, Power BI, Airflow, GCP, A/B Testing. Master's required. fast-paced environment",4,6,Master's required
Data Analyst,enterprise,2023-11-15,2023,2023Q4,"We are looking for a Data Analyst with 3+ years of experience. Required skills: Power BI, Machine Learning, Excel, GCP, A/B Testing. Bachelor's preferred. ownership mindset",3,5,Bachelor's preferred
